quote,author,predicted_tags
"But where only a free play of our presentational powers is to be sustained, as in the case of pleasure gardens, room decoration, all sorts of useful utensils, and so on, any regularity that has an air of constraint is [to be] avoided as much as possible. That is why the English taste in gardens, or the baroque taste in furniture, carries the imagination's freedom very far, even to the verge of the grotesque, because it is precisely this divorce from any constraint of a rule that the case is posited where taste can show its greatest perfection in designs made by the imagination.",Immanuel Kant,"('art', 'beauty', 'freedom')"
"There will always be some people who think for themselves, even among the self-appointed guardians of the great mass who, after having thrown off the yoke of immaturity themselves, will spread about them the spirit of a reasonable estimate of their own value and of the need for every man to think for himself.",Immanuel Kant,"('hope', 'humanity', 'self')"
I am myself by inclination an investigator.,Immanuel Kant,"('learning', 'purpose', 'science')"
"Freedom is the alone unoriginated birthright of man, and belongs to him by force of his humanity.",Immanuel Kant,"('freedom', 'humanity', 'man')"
"For how is it possible, says that acute man, that when a concept is given me, I can go beyond it and connect with it another which is not contained in it, in such a manner as if that latter necessarily belonged to the former?",Immanuel Kant,"('man', 'nature', 'relationships')"
"Both love of mankind, and respect for their rights are duties; the former however is only a conditional, the latter an unconditional, purely imperative duty, which he must be perfectly certain not to have transgressed who would give himself up to the secret emotions arising from benevolence.",Immanuel Kant,"('freedom', 'happiness', 'love')"
Man's greatest concern is to know how he shall properly fill his place in the universe and correctly understand what he must be in order to be a man.,Immanuel Kant,"('humanity', 'life', 'man')"
"It is the Land of Truth (enchanted name!), surrounded by a wide and stormy ocean, the true home of illusion, where many a fog bank and ice, that soon melts away, tempt us to believe in new lands, while constantly deceiving the adventurous mariner with vain hopes, and involving him in adventures which he can never leave, yet never bring to an end.",Immanuel Kant,"('heart', 'poetry', 'truth')"
"In the natural state no concept of God can arise, and the false one which one makes for himself is harmful. Hence the theory of natural religion can be true only where there is no science; therefore it cannot bind all men together.",Immanuel Kant,"('god', 'religion', 'science')"
"Aus so krummen Holze, als woraus der Mensch gemacht ist, kann nichts ganz Gerades gezimmert werden. Out of the crooked timber of humanity, no straight thing can ever be made.",Immanuel Kant,"('motivational', 'poetry', 'science')"
Everything in nature acts in conformity with law.,Immanuel Kant,"('humanity', 'nature', 'science')"
"cruelty to animals is contrary to man's duty to himself, because it deadens in him the feeling of sympathy for their sufferings, and thus a natural tendency that is very useful to morality in relation to other human beings is weakened.",Immanuel Kant,"('humanity', 'man', 'nature')"
"When a thoughtful human being has overcome incentives to vice and is aware of having done his bitter duty, he finds himself in a state that could be called happiness, a state of contentment and peace of mind in which virtue is its own reward.",Immanuel Kant,"('happiness', 'life', 'words')"
"If, like Hume, I had all manner of adornment in my power, I would still have reservations about using them. It is true that some readers will be scared off by dryness. But isn't it necessary to scare off some if in their case the matter would end up in bad hands?",Immanuel Kant,"('politics', 'reading', 'writing')"
The ideal of the supreme being is nothing but a regulative principle of reason which directs us to look upon all connection in the world as if it originated from an all-sufficient necessary cause.,Immanuel Kant,"('inspirational', 'intelligence', 'philosophy')"
I freely admit that the remembrance of David Hume was the very thing that many years ago first interrupted my dogmatic slumber and gave a completely different direction to my researches in the field of speculative philosophy.,Immanuel Kant,"('history', 'science', 'success')"
"All false art, all vain wisdom, lasts its time but finally destroys itself, and its highest culture is also the epoch of its decay.",Immanuel Kant,"('art', 'truth', 'wisdom')"
"All trades, arts, and handiworks have gained by division of labor... Where the different kinds of work are not distinguished and divided, where everyone is a jack-of-all-trades, there manufactures remain still in the greatest barbarism.",Immanuel Kant,"('life', 'society', 'work')"
No state at war with another state should engage in hostilities of such a kind as to render mutual confidence impossible when peace will have been made.,Immanuel Kant,"('hope', 'peace', 'war')"
"Two things fill the mind with ever new and increasing admiration and awe, the more often and steadily we reflect upon them: the starry heavens above me and the moral law within me. I do not seek or conjecture either of them as if they were veiled obscurities or extravagances beyond the horizon of my vision; I see them before me and connect them immediately with the consciousness of my existence.",Immanuel Kant,"('mind', 'soul', 'spiritual')"
"Manners or etiquette ('accessibility, affability, politeness, refinement, propriety, courtesy, and ingratiating and captivating behavior') call for no large measure of moral determination and cannot, therefore, be reckoned as virtues. Even though manners are no virtues, they are a means of developing virtue.... The more we refine the crude elements in our nature, the more we improve our humanity and the more capable it grows of feeling the driving force of virtuous principles.",Immanuel Kant,"('beauty', 'good', 'philosophy')"
"We assume a common sense as the necessary condition of the universal communicability of our knowledge, which is presupposed in every logic and every principle of knowledge that is not one of skepticism.",Immanuel Kant,"('knowledge', 'philosophy', 'wisdom')"
"We find that the more a cultivated reason devotes itself to the aim of enjoying life and happiness, the further does man get away from true contentment.",Immanuel Kant,"('happiness', 'life', 'purpose')"
"A lie is the abandonment and, as it were, the annihilation of the dignity by man.",Immanuel Kant,"('death', 'soul', 'truth')"
"Ours is an age of criticism, to which everything must be subjected.",Immanuel Kant,"('good', 'philosophy', 'truth')"
"The evil effect of science upon men is principally this, that by far the greatest number of those who wish to display a knowledge of it accomplish no improvement at all of the understanding, but only a perversity of it, not to mention that it serves most of them as a tool of vanity.",Immanuel Kant,"('knowledge', 'man', 'science')"
"In every department of physical science there is only so much science, properly so-called, as there is mathematics.",Immanuel Kant,"('philosophy', 'reality', 'science')"
"The light dove, in free flight cutting through the air the resistance of which it feels, could get the idea that it could do even better in airless space. Likewise, Plato abandoned the world of the senses because it posed so many hindrances for the understanding, and dared to go beyond it on the wings of the ideas, in the empty space of pure understanding.",Immanuel Kant,"('knowledge', 'light', 'philosophy')"
"Deaths, births, and marriages, considering how much they are separately dependent on the freedom of the human will, should seem to be subject to no law according to which any calculation could be made beforehand of their amount; and yet the yearly registers of these events in great countries prove that they go on with as much conformity to the laws of nature as the oscillations of the weather.",Immanuel Kant,"('children', 'death', 'war')"
"The only objects of practical reason are therefore those of good and evil. For by the former is meant an object necessarily desired according to a principle of reason; by the latter one necessarily shunned, also according to a principle of reason.",Immanuel Kant,"('good', 'religion', 'science')"
"Upon the solution of this problem, or upon sufficient proof of the impossibility of synthetical knowledge a priori, depends the existence or downfall of metaphysics.",Immanuel Kant,"('knowledge', 'philosophy', 'science')"
Man relates to material things through direct insight rather than reason.,Immanuel Kant,"('man', 'science', 'wisdom')"
"To be beneficent when we can is a duty; and besides this, there are many minds so sympathetically constituted that, without any other motive of vanity or self-interest, they find a pleasure in spreading joy around them, and can take delight in the satisfaction of others so far as it is their own work. But I maintain that in such a case an action of this kind, however proper, however amiable it may be, has nevertheless no true moral worth, but is on a level with other inclinations. . . . For the maxim lacks the moral import, namely, that such actions be done from duty, not from inclination.",Immanuel Kant,"('christianity', 'politics', 'sex')"
"I feel a complete thirst for knowledge and an eager unrest to go further in it as well as satisfaction at every acquisition. There was a time when I believed that this alone could constitute the honor of mankind, and I had contempt for the ignorant rabble who know nothing.",Immanuel Kant,"('humanity', 'knowledge', 'war')"
"All appearances have a determinate magnitude (the relation of which to another assignable). The infinite does not appear as such, likewise not the simple. For the appearances are included between two boundaries (points) and are thus themselves determinate magnitudes.",Immanuel Kant,"('god', 'men', 'science')"
Prudence reproaches; conscience accuses.,Immanuel Kant,"('faith', 'heart', 'religion')"
"Why were a few, or a single one, made at all, if only to exist in order to be made eternally miserable, which is infinitely worse than non-existence?",Immanuel Kant,"('life', 'lifelessons', 'religion')"
"Innocence is indeed a glorious thing; but, unfortunately, it does not keep very well and is easily led astray.",Immanuel Kant,"('inspirational', 'life', 'truth')"
"A science of all these possible kinds of space [the higher dimensional ones] would undoubtedly be the highest enterprise which a finite understanding could undertake in the field of geometry... If it is possible that there could be regions with other dimensions, it is very likely that God has somewhere brought them into being.",Immanuel Kant,"('god', 'reality', 'science')"
"The means employed by Nature to bring about the development of all the capacities of men is their antagonism in society, so far as this is, in the end, the cause of a lawful order among men.",Immanuel Kant,"('men', 'nature', 'society')"
"Human reason has this peculiar fate that in one species of its knowledge it is burdened by questions which, as prescribed by the very nature of reason itself, it is not able to ignore, but which, as transcending all its powers, it is also not able to answer.",Immanuel Kant,"('humanity', 'love', 'science')"
So act that anything you do may become universal law.,Immanuel Kant,"('great', 'humanity', 'you')"
An organized product of nature is that in which all the parts are mutually ends and means.,Immanuel Kant,"('nature', 'science', 'time')"
It is difficult for the isolated individual to work himself out of the immaturity which has become almost natural for him.,Immanuel Kant,"('family', 'fear', 'relationships')"
"A philosophical attempt to work out a universal history according to a natural plan directed to achieving the civic union of the human race must be regarded as possible and, indeed, as contributing to this end of Nature.",Immanuel Kant,"('history', 'nature', 'philosophy')"
"At some future day it will be proved, I cannot say when and where, that the human soul is, while in earth life, already in an uninterrupted communication with those living in another world.",Immanuel Kant,"('god', 'life', 'soul')"
The inscrutable wisdom through which we exist is not less worthy of veneration in respect to what it denies us than in respect to what it has granted.,Immanuel Kant,"('life', 'truth', 'wisdom')"
"Here I shall add that the concept of change, and with it the concept of motion, as change of place, is possible only through and in the representation of time. & Motion, for example, presupposes the perception of something movable. But space considered in itself contains nothing movable; consequently motion must be something which is found in space only through experience -in other words, is an empirical datum.",Immanuel Kant,"('change', 'science', 'time')"
The schematicism by which our understanding deals with the phenomenal world ... is a skill so deeply hidden in the human soul that we shall hardly guess the secret trick that Nature here employs.,Immanuel Kant,"('nature', 'philosophy', 'science')"
"That Logic has advanced in this sure course, even from the earliest times, is apparent from the fact that, since Aristotle, it has been unable to advance a step, and thus to all appearance has reached its completion.",Immanuel Kant,"('philosophy', 'science', 'truth')"
"Act so as to use humanity, yourself and others, always as an end and never as a means to an end.",Immanuel Kant,"('humanity', 'inspirational', 'quotes')"
We are our choices.,Jean Paul Sartre,"('life', 'love', 'romance')"
What is life but an unpleasant interruption to a peaceful nonexistence.,Jean Paul Sartre,"('life', 'peace', 'war')"
"Every word has consequences. Every silence, too.",Jean Paul Sartre,"('religion', 'war', 'words')"
the worst part about being lied to is knowing you werent worth the truth,Jean Paul Sartre,"('life', 'lifelessons', 'truth')"
Only the guy who isn't rowing has time to rock the boat.,Jean Paul Sartre,"('humor', 'humour', 'time')"
Freedom is what you do with what's been done to you.,Jean Paul Sartre,"('freedom', 'inspirational', 'you')"
"If you are lonely when you're alone, you are in bad company.",Jean Paul Sartre,"('humanity', 'inspirational', 'work')"
"There may be more beautiful times, but this one is ours.",Jean Paul Sartre,"('life', 'love', 'time')"
"Before you come alive, life is nothing; it 's up to you to give it a meaning, and value is nothing else but the meaning that you choose.",Jean Paul Sartre,"('death', 'inspirational', 'life')"
"Man is nothing else but what he purposes, he exists only in so far as he realizes himself, he is therefore nothing else but the sum of his actions, nothing else but what his life is.",Jean Paul Sartre,"('life', 'man', 'purpose')"
He who asks a question is a fool for a minute; he who does not remains a fool forever.,Jean Paul Sartre,"('happiness', 'humor', 'wisdom')"
"When you realize that by changing your perspective, big things can be seen as little things, it becomes much harder to worry about anything. Commitment is an act, not a word.",Jean Paul Sartre,"('change', 'courage', 'love')"
"I can always choose, but I ought to know that if I do not choose, I",Jean Paul Sartre,"('inspirationalquotes', 'life', 'you')"
am still choosing.,Jean Paul Sartre,"('life', 'love', 'romance')"
"Man is condemned to be free; because once thrown into the world, he is responsible for everything he does.",Jean Paul Sartre,"('freedom', 'man', 'society')"
We only become what we are by the radical and deep-seated refusal of that which others have made of us.,Jean Paul Sartre,"('change', 'leadership', 'love')"
"Because we can imagine, we are free.",Jean Paul Sartre,"('freedom', 'god', 'life')"
I hate victims who respect their executioners.,Jean Paul Sartre,"('death', 'education', 'people')"
I had spent my time counterfeiting eternity.,Jean Paul Sartre,"('life', 'religion', 'time')"
"It's quite an undertaking to start loving somebody. You have to have energy, generosity, blindness. There is even a moment right at the start where you have to jump across an abyss: if you think about it you don't do it.",Jean Paul Sartre,"('inspirational', 'love', 'spirituality')"
Sometimes the truth is too simple for intellectuals.,Jean Paul Sartre,"('intelligence', 'philosophy', 'truth')"
"Man can will nothing unless he has first understood that he must count on no one but himself; that he is alone, abandoned on earth in the midst of his infinite responsibilities, without help, with no other aim than the one he sets himself, with no other destiny than the one he forges for himself on this earth.",Jean Paul Sartre,"('courage', 'god', 'life')"
"Everything has been figured out, except how to live.",Jean Paul Sartre,"('inspirational', 'life', 'wisdom')"
Life begins on the other side of despair.,Jean Paul Sartre,"('inspirational', 'life', 'pain')"
"I have no religion, but if I were to choose one, it would be that of Shariati's.",Jean Paul Sartre,"('me', 'philosophy', 'religion')"
your judgement judges you and defines you,Jean Paul Sartre,"('humanity', 'inspirational', 'inspirationalquotes')"
"Man is nothing else but what he makes of himself. [It is a matter of choice, not chance.] Such is the first principle of existentialism.",Jean Paul Sartre,"('life', 'man', 'power')"
"Commitment is an act, not a word.",Jean Paul Sartre,"('love', 'marriage', 'words')"
To know what life is worth you have to risk it once in a while.,Jean Paul Sartre,"('inspiration', 'life', 'lifequotes')"
Words are loaded pistols.,Jean Paul Sartre,"('poetry', 'war', 'words')"
I had found my religion: nothing seemed more important to me than a book. I saw the library as a temple.,Jean Paul Sartre,"('books', 'reading', 'religion')"
God is dead. Let us not understand by this that he does not exist or even that he no longer exists. He is dead. He spoke to us and is silent. We no longer have anything but his cadaver. Perhaps he,Jean Paul Sartre,"('death', 'god', 'life')"
"slipped out of the world, somewhere else like the soul of a dead man. Perhaps he was only a dream...God is dead.",Jean Paul Sartre,"('dreams', 'god', 'world')"
Nothingness haunts Being.,Jean Paul Sartre,"('life', 'living', 'writing')"
The best work is not what is most difficult for you; it is what you do best.,Jean Paul Sartre,"('motivationalquotes', 'work', 'writing')"
Life has no meaning the moment you lose the illusion of being eternal.,Jean Paul Sartre,"('inspirational', 'life', 'living')"
"I am. I am, I exist, I think, therefore I am; I am because I think, why do I think? I don't want to think any more, I am because I think that I don't want to be, I think that I . . . because . . . ugh!",Jean Paul Sartre,"('love', 'religion', 'think')"
"I'm going to smile, and my smile will sink down into your pupils, and heaven knows what it will become.",Jean Paul Sartre,"('happiness', 'inspirational', 'love')"
To choose not to choose is still to act.,Jean Paul Sartre,"('inspirationalquotes', 'life', 'work')"
We make our own hell out of the people around us.,Jean Paul Sartre,"('good', 'people', 'religion')"
Man is fully responsible for his nature and his choices.,Jean Paul Sartre,"('life', 'man', 'nature')"
We do not judge the people we love.,Jean Paul Sartre,"('love', 'people', 'wisdom')"
"Man is not the sum of what he has already, but rather the sum of what he does not yet have, of what he could have.",Jean Paul Sartre,"('inspirational', 'man', 'men')"
Hell is other people at breakfast.,Jean Paul Sartre,"('god', 'life', 'people')"
"What do we mean by saying that existence precedes essence? We mean that man first of all exists, encounters himself, surges up in the world-and defines himself afterward.",Jean Paul Sartre,"('god', 'soul', 'spirituality')"
"In wanting freedom we discover that it depends entirely on the freedom of others, and that the freedom of others depends on ours. . . I am obliged to want others to have freedom at the same time that I want my own freedom. I can take freedom as my goal only if I take that of others as a goal as well.",Jean Paul Sartre,"('freedom', 'friendship', 'life')"
Death is a continuation of my life without me.,Jean Paul Sartre,"('death', 'life', 'love')"
If you seek authenticity for authenticity's sake you are no longer authentic.,Jean Paul Sartre,"('life', 'love', 'truth')"
Man can will nothing unless he has first understood that he must count on no one but himself.,Jean Paul Sartre,"('courage', 'inspirational', 'man')"
"In love, one and one are one.",Jean Paul Sartre,"('inspirational', 'love', 'lovequotes')"
"Fascism is not defined by the number of its victims, but by the way it kills them.",Jean Paul Sartre,"('good', 'humor', 'war')"
"Once freedom lights its beacon in man's heart, the gods are powerless against him.",Jean Paul Sartre,"('freedom', 'god', 'light')"
Words are more treacherous and powerful than we think.,Jean Paul Sartre,"('power', 'words', 'writing')"
There are two ways of destroying a people. Either condemn them en bloc or force them to repudiate the leaders they adopted. The second is the worse.,Jean Paul Sartre,"('leadership', 'truth', 'war')"
"In a word, man must create his own essence: it is in throwing himself into the world, suffering there, struggling there, that he gradually defines himself.",Jean Paul Sartre,"('god', 'inspirational', 'nature')"
Philosophy which does not help to illuminate the process of the liberation of the oppressed should be rejected.,Jean Paul Sartre,"('philosophy', 'religion', 'truth')"
"Once we know and are aware, we are responsible for our action and our inaction. We can do something about it or ignore it. Either way, we are still responsible.",Jean Paul Sartre,"('knowledge', 'relationships', 'society')"
"In life man commits himself and draws his own portrait, outside of which there is nothing. No doubt this thought may seem harsh to someone who has not made a success of his life. But on the other hand, it helps people to understand that reality alone counts, and that dreams, expectations and hopes only serve to define a man as a broken dream, aborted hopes, and futile expectations.",Jean Paul Sartre,"('dreams', 'life', 'man')"
Three o'clock is always too late or too early for anything you want to do.,Jean Paul Sartre,"('humor', 'life', 'time')"
I respect orders but I respect myself too and I do not obey foolish rules made especially to humiliate me.,Jean Paul Sartre,"('leadership', 'power', 'you')"
Why do you keep maintaining your ideas are right if you can't prove them?,Jean Paul Sartre,"('freedom', 'science', 'work')"
"Like all dreamers, I mistook disenchantment for truth.",Jean Paul Sartre,"('faith', 'religion', 'truth')"
"I felt myself in a solitude so frightful that I contemplated suicide. What held me back was the idea that no one, absolutely no one, would be moved by my death, that I would be even more alone in death than in life.",Jean Paul Sartre,"('death', 'life', 'me')"
Introspection is always retrospection,Jean Paul Sartre,"('god', 'history', 'life')"
"I think of death only with tranquility, as an end. I refuse to let death hamper life. Death must enter life only to define it.",Jean Paul Sartre,"('death', 'life', 'peace')"
"What the painter adds to the canvas are the days of his life. The adventure of living, hurtling toward death.",Jean Paul Sartre,"('art', 'death', 'life')"
It is only in our decisions that we are important.,Jean Paul Sartre,"('leadership', 'life', 'time')"
"I am alone in the midst of these happy, reasonable voices. All these creatures spend their time explaining, realizing happily that they agree with each other. In Heaven's name, why is it so important to think the same things all together.",Jean Paul Sartre,"('god', 'humanity', 'love')"
"There is only one day left, always starting over: it is given to us at dawn and taken away from us at dusk.",Jean Paul Sartre,"('change', 'love', 'time')"
"We are possessed by the things we possess. When I like an object, I always give it to someone. It isn't generosity-it's only because I want others to be enslaved by objects, not me.",Jean Paul Sartre,"('freedom', 'philosophy', 'religion')"
"Imagination is not an empirical or superadded power of consciousness, it is the whole of consciousness as it realizes its freedom.",Jean Paul Sartre,"('fantasy', 'freedom', 'mind')"
"I'd come to realize that all our troubles spring from our failure to use plain, clear-cut language.",Jean Paul Sartre,"('humor', 'humour', 'writing')"
"I am no longer sure of anything. If I satiate my desires, I sin but I deliver myself from them; if I refuse to satisfy them, they infect the whole soul.",Jean Paul Sartre,"('religion', 'sex', 'soul')"
Ideas come in pairs and they contradict one another; their opposition is the principal engine of reflection.,Jean Paul Sartre,"('art', 'creativity', 'truth')"
I never could bear the idea of anyone's expecting something from me. It always made me want to do just the opposite.,Jean Paul Sartre,"('hope', 'love', 'me')"
We do not know what we want and yet we are responsible for what we are - that is the fact.,Jean Paul Sartre,"('knowledge', 'power', 'women')"
"He was free, free in every way, free to behave like a fool or a machine, free to accept, free to refuse, free to equivocate; to marry, to give up the game, to drag this death weight about with him for years to come. He could do what he liked, no one had the right to advise him, there would be for him no Good or Evil unless he thought them into being.",Jean Paul Sartre,"('freedom', 'love', 'religion')"
"To believe is to know you believe, and to know you believe is not to believe.",Jean Paul Sartre,"('belief', 'religion', 'truth')"
"All I can do is make the best of what I am, become accustomed to it, evaluate the possibilities, and take advantage of them the best I can.",Jean Paul Sartre,"('debasishmridha', 'debasishmridhamd', 'inspirational')"
What is boredom? It is when there is simultaneously too much and not enough.,Jean Paul Sartre,"('life', 'motivationalquotes', 'time')"
"The individual's duty is to do what he wants to do, to think whatever he likes, to be accountable to no one but himself, to challenge every idea and every person.",Jean Paul Sartre,"('god', 'leadership', 'people')"
Violence is good for those who have nothing to lose.,Jean Paul Sartre,"('good', 'life', 'peace')"
"I exist, that is all, and I find it nauseating.",Jean Paul Sartre,"('life', 'reality', 'soul')"
"Every existing thing is born without reason, prolongs itself out of weakness, and dies by chance.",Jean Paul Sartre,"('death', 'life', 'spiritual')"
"I do not believe in God; his existence has been disproved by Science. But in the concentration camp, I learned to believe in men.",Jean Paul Sartre,"('belief', 'god', 'science')"
Man is what he wills himself to be.,Jean Paul Sartre,"('humanity', 'life', 'man')"
We must act out passion before we can feel it.,Jean Paul Sartre,"('inspiration', 'love', 'passion')"
"There are two types of poor people, those who are poor together and those who are poor alone. The first are the true poor, the others are rich people out of luck.",Jean Paul Sartre,"('death', 'family', 'people')"
"The aim of language...is to communicate...to impart to others the results one has obtained...As I talk, I reveal the situation...I reveal it to myself and to others in order to change it.",Jean Paul Sartre,"('inspirational', 'philosophy', 'words')"
"I want to leave, to go somewhere where I should be really in my place, where I would fit in . . . but my place is nowhere; I am unwanted.",Jean Paul Sartre,"('humor', 'life', 'love')"
"As far as men go, it is not what they are that interests me, but what they can become.",Jean Paul Sartre,"('man', 'me', 'men')"
Evil is the product of the ability of humans to make abstract that which is concrete.,Jean Paul Sartre,"('good', 'humanity', 'nature')"
Politics is a science. You can demonstrate that you are right and that others are wrong.,Jean Paul Sartre,"('philosophy', 'politics', 'truth')"
"The more one is absorbed in fighting evil, the less one is tempted to place the good in question.",Jean Paul Sartre,"('good', 'spirituality', 'war')"
"He loves me, he doesn't love my bowels, if they showed him my appendix in a glass he wouldn't recognize it, he's always feeling me, but if they put the glass in his hands he wouldn't touch it, he wouldn't think, ""that's hers,"" you ought to love all of somebody, the esophagus, the liver, the intestines. Maybe we don't love them because we aren't used to them, but if we saw them the way we saw our hands and arms maybe we'd love them; the starfish must love each other better than we do.",Jean Paul Sartre,"('funny', 'love', 'men')"
"I will not be modest. Humble, as much as you like, but not modest. Modesty is the virtue of the lukewarm.",Jean Paul Sartre,"('friends', 'prayer', 'you')"
When she is alone in the rooms I hear her humming to keep herself from thinking.,Jean Paul Sartre,"('debasishmridhamd', 'poetry', 'quotes')"
A lost battle is a battle one thinks one has lost.,Jean Paul Sartre,"('courage', 'love', 'war')"
God is absence. God is the solitude of man.,Jean Paul Sartre,"('god', 'prayer', 'purpose')"
"He walked on in silence, the solitary sound of his footsteps echoing in his head, as in a deserted street, at dawn. His solitude was so complete, beneath a lovely sky as mellow and serene as a good conscience, amid that busy throng, that he was amazed at his own existence; he must be somebody else's nightmare, and whoever it was would certainly awaken soon.",Jean Paul Sartre,"('dreams', 'life', 'poetry')"
In football everything is complicated by the presence of the opposite team.,Jean Paul Sartre,"('death', 'god', 'love')"
"If you want to deserve Hell, you need only stay in bed. The world is iniquity; if you accept it, you are an accomplice, if you change it you are an executioner.",Jean Paul Sartre,"('dreams', 'life', 'religion')"
Genius is what a man invents when he is looking for a way out.,Jean Paul Sartre,"('intelligence', 'knowledge', 'wisdom')"
Consciousness is a being the nature of which is to be conscious of the nothingness of its being.,Jean Paul Sartre,"('life', 'philosophy', 'science')"
I confused things with their names: that is belief.,Jean Paul Sartre,"('belief', 'faith', 'love')"
I have no need for good souls: an accomplice is what I wanted.,Jean Paul Sartre,"('god', 'religion', 'soul')"
"I am going to outlive myself. Eat, sleep, sleep, eat. Exist slowly, softly, like these trees, like a puddle of water, like the red bench in the streetcar.",Jean Paul Sartre,"('faith', 'life', 'wisdom')"
Everything comes to us from others. To Be is to belong to someone.,Jean Paul Sartre,"('friendship', 'inspirational', 'life')"
"I exist. It is soft, so soft, so slow. And light: it seems as though it suspends in the air. It moves.",Jean Paul Sartre,"('light', 'me', 'poetry')"
"My thought is me: that's why I can't stop. I exist because I think and I can't stop myself from thinking. At this very moment - it's frightful - if I exist, it is because I am horrified at existing. I am the one who pulls myself from the nothingness to which I aspire.",Jean Paul Sartre,"('change', 'fear', 'life')"
It is disgusting -- Why must we have bodies?,Jean Paul Sartre,"('death', 'humor', 'sex')"
"A kiss without a moustache, they said then, is like an egg without salt; I will add to it: and it is like Good without Evil.",Jean Paul Sartre,"('good', 'humor', 'love')"
Acting is a question of absorbing other people's personalities and adding some of your own experience.,Jean Paul Sartre,"('people', 'self', 'you')"
"What is meant here by saying that existence precedes essence? It means first of all, man exists, turns up, appears on the scene, and, only afterwards, defines himself. If man, as the existentialist conceives him, is indefinable, it is because at first he is nothing. Only afterward will he be something, and he himself will have made what he will be.",Jean Paul Sartre,"('god', 'soul', 'spirituality')"
"If I became a philosopher, if I have so keenly sought this fame for which I'm still waiting, it's all been to seduce women basically.",Jean Paul Sartre,"('beauty', 'philosophy', 'women')"
"It is meaningless that we are born, it is meaningless that we die.",Jean Paul Sartre,"('death', 'life', 'philosophy')"
I do not think therefore I am a moustache,Jean Paul Sartre,"('humour', 'life', 'purpose')"
Man is nothing else but what he makes of himself.,Jean Paul Sartre,"('humanity', 'life', 'man')"
Several hours or several years make no difference once you have lost eternity.,Jean Paul Sartre,"('life', 'religion', 'time')"
She believed in nothing; only her skepticism kept her from being an atheist.,Jean Paul Sartre,"('belief', 'love', 'reading')"
"When we love animals and children too much, we love them at the expense of men.",Jean Paul Sartre,"('humanity', 'love', 'men')"
"The absurd man will not commit suicide; he wants to live, without relinquishing any of his certainty, without a future, without hope, without illusions and without resignation either. He stares at death with passionate attention and this fascination liberates him. He experiences the divine irresponsibility of the condemned man.",Jean Paul Sartre,"('death', 'happiness', 'philosophy')"
The poor don't know that their function in life is to exercise our generosity.,Jean Paul Sartre,"('children', 'life', 'society')"
"It disturbs me no more to find men base, unjust, or selfish than to see apes mischievous, wolves savage, or the vulture ravenous.",Jean Paul Sartre,"('humanity', 'humor', 'women')"
"Every human endeavor, however singular it seems, involves the whole human race.",Jean Paul Sartre,"('humanity', 'life', 'time')"
"When the rich [and politically powerful] make war, it's the poor [and politically weak] who die.",Jean Paul Sartre,"('death', 'politics', 'war')"
"How can I, who was not able to retain my own past, hope to save that of another?",Jean Paul Sartre,"('life', 'lifelessons', 'love')"
"When rich people fight wars with one another, poor people are the ones to die.",Jean Paul Sartre,"('death', 'life', 'war')"
Uncalled-for aggression arouses the hatred of the civilian population.,Jean Paul Sartre,"('education', 'truth', 'war')"
"Nothing happens while you live. The scenery changes, people come in and go out, that's all. There are no beginnings. Days are tacked on to days without rhyme or reason, an interminable, monotonous addition.",Jean Paul Sartre,"('change', 'life', 'time')"
"Once you hear the details of victory, it is hard to distinguish it from a defeat.",Jean Paul Sartre,"('death', 'life', 'war')"
"Its the well-behaved children that make the most formidable revolutionaries. They dont say a word, they dont hide under the table, they eat only one piece of chocolate at a time. But later on, they make society pay dearly.",Jean Paul Sartre,"('children', 'education', 'happiness')"
"We cannot withdraw our cards from the game. Were we as silent and mute as stones, our very passivity would be an act.",Jean Paul Sartre,"('heart', 'inspirationalquotes', 'love')"
Thats what existence means: draining ones own self dry without the sense of thirst.,Jean Paul Sartre,"('god', 'reality', 'spirituality')"
I tell you in truth: all men are Prophets or else God does not exist.,Jean Paul Sartre,"('god', 'religion', 'women')"
There is no salvation anywhere. The idea of salvation implies the idea of an absolute.,Jean Paul Sartre,"('faith', 'religion', 'spiritual')"
Life gave me everything I asked,Jean Paul Sartre,"('inspirational', 'life', 'purpose')"
"If all I asked was not a great deal, that's my problem!",Jean Paul Sartre,"('humor', 'lifelessons', 'me')"
"People who live in society have learnt how to see themselves, in mirrors, as they appear to their friends. I have no friends: is that why my flesh is so naked?",Jean Paul Sartre,"('friends', 'friendship', 'life')"
One of the chief motives of artistic creation is certainly the need of feeling that we are essential in relationship to the world.,Jean Paul Sartre,"('art', 'creativity', 'nature')"
Il n'y a de ralit que dans l'action. (There is no reality except in action.),Jean Paul Sartre,"('fear', 'philosophy', 'reality')"
Man is condemned to be free,Jean Paul Sartre,"('freedom', 'god', 'man')"
No finite point has meaning without an infinite reference point.,Jean Paul Sartre,"('dreams', 'inspirationalquotes', 'leadership')"
"We are now in a position to understand the anti-Semite. He is a man who is afraid. Not of the Jews, to be sure, but of himself, of his own consciousness, of his liberty, of his instincts, of his responsibilities, of solitariness, of change, of society, and of the world of everything except the Jews.",Jean Paul Sartre,"('christianity', 'politics', 'society')"
"A madman's ravings are absurd in relation to the situation in which he finds himself, but not in relation to his madness.",Jean Paul Sartre,"('funny', 'humour', 'men')"
